,ISO_3,Years,GDP,Population
1747,COG,2001,2387.85,3184000
1748,COG,2002,2430.29,3257000
1749,COG,2003,2383.36,3332000
1750,COG,2004,2395.82,3413000
1751,COG,2005,2503.31,3503000
1752,COG,2006,2573.51,3605000
1753,COG,2007,2447.51,3716000
1754,COG,2008,2496.5,3833000
1755,COG,2009,2595.75,3951000
1756,COG,2010,2737.34,4066000
1757,COG,2011,2751.91,4177000
1758,COG,2012,2782.11,4286000
1759,COG,2013,2806.35,4394000
1760,COG,2014,2922.97,4505000
1761,COG,2016,1943.69,4340000
1762,COL,1961,2260.9,16982000
1763,COL,1962,2313.93,17500000
1764,COL,1963,2310.7,18034000
1765,COL,1964,2390.56,18582000
1766,COL,1965,2390.25,19144000
1767,COL,1966,2443.79,19721000
1768,COL,1967,2472.25,20311000
1769,COL,1968,2556.43,20905000
1770,COL,1969,2648.89,21491000
1771,COL,1970,2759.93,22061000
1772,COL,1971,2852.95,22612000
1773,COL,1972,3000.89,23147000
1774,COL,1973,3131.39,23675000
1775,COL,1974,3238.23,24208000
1776,COL,1975,3237.61,24757000
1777,COL,1976,3317.67,25323000
1778,COL,1977,3377.69,25905000
1779,COL,1978,3581.03,26502000
1780,COL,1979,3688.7,27114000
1781,COL,1980,3753.44,27738000
1782,COL,1981,3752.07,28376000
1783,COL,1982,3702.69,29027000
1784,COL,1983,3677.74,29687000
1785,COL,1984,3718.1,30350000
1786,COL,1985,3751.15,31012000
1787,COL,1986,3887.65,31670000
1788,COL,1987,4013.53,32324000
1789,COL,1988,4093.99,32976000
1790,COL,1989,4152.19,33624000
1791,COL,1990,4319.93,34272000
1792,COL,1991,4336.66,34917000
1793,COL,1992,4472.69,35559000
1794,COL,1993,4497.98,36195000
1795,COL,1994,4679.24,36824000
1796,COL,1995,4841.37,37442000
1797,COL,1996,4862.07,38049000
1798,COL,1997,4951.25,38645000
1799,COL,1998,4904.75,39234000
1800,COL,1999,4629.5,39819000
1801,COL,2000,4764.17,40404000
1802,COL,2001,4774.98,40989000
1803,COL,2002,4825.83,41572000
1804,COL,2003,4945.96,42152000
1805,COL,2004,5139.98,42724000
1806,COL,2005,5312.08,43286000
1807,COL,2006,5596.73,43836000
1808,COL,2007,5910.29,44375000
1809,COL,2008,6048.09,44902000
1810,COL,2009,6078.32,45416000
1811,COL,2010,6250.65,45918000
1812,COL,2011,6592.4,46406000
1813,COL,2012,6789.53,46881000
1814,COL,2013,7051.04,47342000
1815,COL,2014,7291.69,47791000
1816,COL,2016,7305.22,47700000
1817,COM,1961,,192000
1818,COM,1962,,195000
1819,COM,1963,,198000
1820,COM,1964,,202000
1821,COM,1965,,205000
1822,COM,1966,,210000
1823,COM,1967,,214000
1824,COM,1968,,219000
1825,COM,1969,,224000
1826,COM,1970,,228000
1827,COM,1971,,233000
1828,COM,1972,,238000
1829,COM,1973,,243000
1830,COM,1974,,249000
1831,COM,1975,,256000
1832,COM,1976,,265000
1833,COM,1977,,275000
1834,COM,1978,,287000
1835,COM,1979,,298000
1836,COM,1980,873.145,309000
1837,COM,1981,878.9739999999999,319000
1838,COM,1982,908.372,328000
1839,COM,1983,926.243,338000
1840,COM,1984,938.159,348000
1841,COM,1985,932.8969999999999,358000
1842,COM,1986,923.235,368000
1843,COM,1987,911.217,380000
1844,COM,1988,908.431,391000
1845,COM,1989,853.855,403000
1846,COM,1990,871.2489999999999,415000
1847,COM,1991,800.365,428000
1848,COM,1992,843.6139999999999,440000
1849,COM,1993,844.165,453000
1850,COM,1994,777.1289999999999,466000
1851,COM,1995,782.9680000000001,480000
1852,COM,1996,751.924,493000
1853,COM,1997,761.462,507000
1854,COM,1998,751.1289999999999,520000
1855,COM,1999,746.092,534000
1856,COM,2000,806.429,548000
1857,COM,2001,805.1560000000001,562000
1858,COM,2002,804.211,575000
1859,COM,2003,801.799,590000
1860,COM,2004,798.0110000000001,604000
1861,COM,2005,801.3330000000001,619000
1862,COM,2006,803.113,634000
1863,COM,2007,790.367,649000
1864,COM,2008,774.685,665000
1865,COM,2009,770.995,682000
1866,COM,2010,769.174,699000
1867,COM,2011,770.323,716000
1868,COM,2012,774.471,734000
1869,COM,2013,782.5169999999999,752000
1870,COM,2014,779.84,770000
1871,COM,2016,860.24,720000
1872,CPV,1961,,206000
1873,CPV,1962,,211000
1874,CPV,1963,,217000
1875,CPV,1964,,224000
1876,CPV,1965,,231000
1877,CPV,1966,,240000
1878,CPV,1967,,249000
1879,CPV,1968,,257000
1880,CPV,1969,,265000
1881,CPV,1970,,270000
1882,CPV,1971,,273000
1883,CPV,1972,,274000
1884,CPV,1973,,273000
1885,CPV,1974,,273000
1886,CPV,1975,,273000
1887,CPV,1976,,274000
1888,CPV,1977,,275000
1889,CPV,1978,,278000
1890,CPV,1979,,282000
1891,CPV,1980,673.823,286000
1892,CPV,1981,718.3789999999999,290000
1893,CPV,1982,724.552,296000
1894,CPV,1983,777.6239999999999,302000
1895,CPV,1984,791.317,308000
1896,CPV,1985,844.227,314000
1897,CPV,1986,854.597,319000
1898,CPV,1987,878.4989999999999,324000
1899,CPV,1988,917.685,329000
1900,CPV,1989,954.0210000000001,334000
1901,CPV,1990,941.801,341000
1902,CPV,1991,933.053,349000
1903,CPV,1992,1008.71,358000
1904,CPV,1993,1067.07,368000
1905,CPV,1994,1237.74,379000
1906,CPV,1995,1377.42,389000
1907,CPV,1996,1496.61,400000
1908,CPV,1997,1624.7,410000
1909,CPV,1998,1788.0,420000
1910,CPV,1999,1946.85,430000
1911,CPV,2000,2179.98,439000
1912,CPV,2001,2185.25,447000
1913,CPV,2002,2257.32,455000
1914,CPV,2003,2310.49,463000
1915,CPV,2004,2505.17,469000
1916,CPV,2005,2639.38,474000
1917,CPV,2006,2813.19,478000
1918,CPV,2007,3202.38,481000
1919,CPV,2008,3378.65,484000
1920,CPV,2009,3300.55,487000
1921,CPV,2010,3312.83,490000
1922,CPV,2011,3405.78,495000
1923,CPV,2012,3403.03,501000
1924,CPV,2013,3389.94,507000
1925,CPV,2014,3369.64,514000
1926,CPV,2016,3801.45,490000
1927,CRI,1961,2729.16,1382000
1928,CRI,1962,2847.15,1433000
1929,CRI,1963,2879.02,1485000
1930,CRI,1964,2896.0,1537000
1931,CRI,1965,3075.46,1590000
1932,CRI,1966,3211.32,1642000
1933,CRI,1967,3287.62,1695000
1934,CRI,1968,3456.89,1747000
1935,CRI,1969,3545.3,1798000
1936,CRI,1970,3707.1,1849000
1937,CRI,1971,3855.18,1898000
1938,CRI,1972,4066.17,1947000
1939,CRI,1973,4272.77,1996000
1940,CRI,1974,4399.82,2046000
1941,CRI,1975,4381.21,2097000
1942,CRI,1976,4506.73,2151000
1943,CRI,1977,4783.03,2208000
1944,CRI,1978,4951.76,2266000
1945,CRI,1979,5061.1,2327000
1946,CRI,1980,4965.55,2389000
1947,CRI,1981,4725.06,2454000
1948,CRI,1982,4264.32,2521000
1949,CRI,1983,4269.95,2590000
1950,CRI,1984,4415.67,2660000
1951,CRI,1985,4346.53,2730000
1952,CRI,1986,4481.83,2801000
1953,CRI,1987,4671.19,2872000
1954,CRI,1988,4730.45,2945000
1955,CRI,1989,4847.6,3019000
1956,CRI,1990,4911.55,3096000
1957,CRI,1991,4911.51,3176000
1958,CRI,1992,5228.5,3257000
1959,CRI,1993,5459.07,3341000
1960,CRI,1994,5563.02,3426000
1961,CRI,1995,5651.68,3511000
1962,CRI,1996,5585.14,3597000
1963,CRI,1997,5758.28,3683000
1964,CRI,1998,6020.76,3767000
1965,CRI,1999,6125.9,3849000
1966,CRI,2000,6230.48,3925000
1967,CRI,2001,6332.84,3997000
1968,CRI,2002,6434.39,4063000
1969,CRI,2003,6606.16,4126000
1970,CRI,2004,6792.11,4187000
1971,CRI,2005,6954.04,4248000
1972,CRI,2006,7351.86,4309000
1973,CRI,2007,7841.93,4369000
1974,CRI,2008,8095.31,4430000
1975,CRI,2009,7911.8,4488000
1976,CRI,2010,8199.42,4545000
1977,CRI,2011,8449.96,4600000
1978,CRI,2012,8753.23,4654000
1979,CRI,2013,8852.4,4706000
1980,CRI,2014,9077.42,4758000
1981,CRI,2016,8979.96,4800000
1982,CUB,1961,,7290000
1983,CUB,1962,,7450000
1984,CUB,1963,,7618000
1985,CUB,1964,,7787000
1986,CUB,1965,,7952000
1987,CUB,1966,,8110000
1988,CUB,1967,,8264000
1989,CUB,1968,,8413000
1990,CUB,1969,,8563000
1991,CUB,1970,2249.08,8715000
1992,CUB,1971,2399.51,8870000
1993,CUB,1972,2472.03,9025000
1994,CUB,1973,2514.93,9176000
1995,CUB,1974,2501.7,9315000
1996,CUB,1975,2703.06,9438000
1997,CUB,1976,2818.19,9544000
1998,CUB,1977,3034.89,9635000
1999,CUB,1978,3209.52,9711000
2000,CUB,1979,3222.57,9777000
2001,CUB,1980,3048.25,9835000
2002,CUB,1981,3630.3,9884000
2003,CUB,1982,3937.56,9926000
2004,CUB,1983,4133.52,9967000
2005,CUB,1984,4438.88,10017000
2006,CUB,1985,4480.27,10083000
2007,CUB,1986,4447.01,10168000
2008,CUB,1987,4297.3,10269000
2009,CUB,1988,4409.31,10379000
2010,CUB,1989,4394.02,10486000
2011,CUB,1990,4225.94,10582000
2012,CUB,1991,3745.23,10665000
2013,CUB,1992,3289.98,10736000
2014,CUB,1993,2784.73,10798000
2015,CUB,1994,2790.1,10853000
2016,CUB,1995,2844.12,10906000
2017,CUB,1996,3051.68,10955000
2018,CUB,1997,3121.54,11000000
2019,CUB,1998,3112.35,11042000
2020,CUB,1999,3291.3,11081000
2021,CUB,2000,3473.24,11117000
2022,CUB,2001,3572.4,11151000
2023,CUB,2002,3613.14,11185000
2024,CUB,2003,3741.21,11215000
2025,CUB,2004,3949.35,11241000
2026,CUB,2005,4385.0,11261000
2027,CUB,2006,4908.88,11275000
2028,CUB,2007,5261.9,11284000
2029,CUB,2008,5475.58,11290000
2030,CUB,2009,5550.71,11297000
2031,CUB,2010,5676.14,11308000
2032,CUB,2011,5824.1,11324000
2033,CUB,2012,5985.2,11343000
2034,CUB,2013,6133.47,11363000
2035,CUB,2014,6182.77,11379000
2036,CUB,2016,14522.8,4310000
2037,CYM,1996,,34000
2038,CYM,1997,,36000
2039,CYM,1998,,38000
2040,CYM,1999,,40000
2041,CYM,2000,,42000
2042,CYM,2001,,43000
2043,CYM,2002,,45000
2044,CYM,2003,,46000
2045,CYM,2004,,47000
2046,CYM,2005,,49000
2047,CYM,2006,,50000
2048,CYM,2007,,51000
2049,CYM,2008,,53000
2050,CYM,2009,,54000
2051,CYM,2010,,56000
2052,CYM,2011,,57000
2053,CYM,2012,,58000
2054,CYM,2013,,58000
2055,CYM,2014,,59000
2056,CYM,2016,,60000
2057,CYP,1961,,576000
2058,CYP,1962,,578000
2059,CYP,1963,,578000
2060,CYP,1964,,579000
2061,CYP,1965,,581000
2062,CYP,1966,,585000
2063,CYP,1967,,591000
2064,CYP,1968,,598000
2065,CYP,1969,,606000
2066,CYP,1970,,614000
2067,CYP,1971,,621000
2068,CYP,1972,,628000
2069,CYP,1973,,635000
2070,CYP,1974,,642000
2071,CYP,1975,7618.12,650000
2072,CYP,1976,9236.58,658000
2073,CYP,1977,10746.6,666000
2074,CYP,1978,11539.5,673000
2075,CYP,1979,12584.3,680000
2076,CYP,1980,13164.5,685000
2077,CYP,1981,13273.6,689000
2078,CYP,1982,13907.4,692000
2079,CYP,1983,14563.1,694000
2080,CYP,1984,15634.7,698000
2081,CYP,1985,16199.9,704000
2082,CYP,1986,16608.4,712000
2083,CYP,1987,17589.5,723000
2084,CYP,1988,18908.8,736000
2085,CYP,1989,20122.7,751000
2086,CYP,1990,21157.0,767000
2087,CYP,1991,20768.8,783000
2088,CYP,1992,22124.5,801000
2089,CYP,1993,21747.8,819000
2090,CYP,1994,22559.5,837000
2091,CYP,1995,24030.2,855000
2092,CYP,1996,23965.5,873000
2093,CYP,1997,24234.4,891000
2094,CYP,1998,25192.4,908000
2095,CYP,1999,26115.0,925000
2096,CYP,2000,27317.8,943000
2097,CYP,2001,27998.0,961000
2098,CYP,2002,28619.8,980000
2099,CYP,2003,28974.1,998000
2100,CYP,2004,29895.8,1016000
2101,CYP,2005,30565.8,1033000
2102,CYP,2006,31415.8,1048000
2103,CYP,2007,32236.6,1063000
2104,CYP,2008,32651.9,1077000
2105,CYP,2009,31223.6,1090000
2106,CYP,2010,30818.5,1104000
2107,CYP,2011,30138.6,1117000
2108,CYP,2012,28745.5,1129000
2109,CYP,2013,27097.3,1142000
2110,CYP,2014,26977.6,1154000
2111,CYP,2016,5175.94,11270000
2112,CZE,1993,12313.0,10338000
2113,CZE,1994,12666.7,10339000
2114,CZE,1995,13463.0,10336000
2115,CZE,1996,14047.8,10327000
2116,CZE,1997,13979.4,10314000
2117,CZE,1998,13946.6,10298000
2118,CZE,1999,14160.9,10281000
2119,CZE,2000,14806.6,10263000
2120,CZE,2001,15294.6,10244000
2121,CZE,2002,15577.4,10225000
2122,CZE,2003,16143.3,10212000
2123,CZE,2004,16930.2,10212000
2124,CZE,2005,18011.4,10231000
2125,CZE,2006,19193.8,10271000
2126,CZE,2007,20151.2,10330000
2127,CZE,2008,20520.8,10398000
2128,CZE,2009,19424.3,10460000
2129,CZE,2010,19808.1,10507000
2130,CZE,2011,20118.6,10534000
2131,CZE,2012,19929.8,10545000
2132,CZE,2013,19826.8,10545000
2133,CZE,2014,20343.7,10543000
2134,CZE,2016,31454.7,1130000
2135,DEU,1961,,73686000
2136,DEU,1962,,74238000
2137,DEU,1963,,74820000
2138,DEU,1964,,75411000
2139,DEU,1965,,75991000
2140,DEU,1966,,76558000
2141,DEU,1967,,77107000
2142,DEU,1968,,77611000
2143,DEU,1969,,78038000
2144,DEU,1970,19624.8,78367000
2145,DEU,1971,20202.4,78585000
2146,DEU,1972,20970.6,78700000
2147,DEU,1973,21903.4,78733000
2148,DEU,1974,22089.7,78714000
2149,DEU,1975,21980.1,78667000
2150,DEU,1976,23167.1,78604000
2151,DEU,1977,23996.8,78525000
2152,DEU,1978,24740.2,78427000
2153,DEU,1979,25755.7,78305000
2154,DEU,1980,26064.4,78160000
2155,DEU,1981,26162.5,77990000
2156,DEU,1982,26084.0,77812000
2157,DEU,1983,26563.6,77657000
2158,DEU,1984,27408.1,77567000
2159,DEU,1985,28108.9,77570000
2160,DEU,1986,28738.7,77672000
2161,DEU,1987,29096.9,77864000
2162,DEU,1988,30057.9,78147000
2163,DEU,1989,30988.6,78515000
2164,DEU,1990,32337.1,78958000
2165,DEU,1991,33742.2,79484000
2166,DEU,1992,34130.9,80076000
2167,DEU,1993,33583.0,80676000
2168,DEU,1994,34289.1,81207000
2169,DEU,1995,34782.6,81613000
2170,DEU,1996,34965.7,81871000
2171,DEU,1997,35560.2,81994000
2172,DEU,1998,36258.7,82010000
2173,DEU,1999,36955.3,81966000
2174,DEU,2000,37998.4,81896000
2175,DEU,2001,38577.7,81809000
2176,DEU,2002,38512.9,81700000
2177,DEU,2003,38218.4,81569000
2178,DEU,2004,38673.9,81418000
2179,DEU,2005,38969.3,81247000
2180,DEU,2006,40456.9,81056000
2181,DEU,2007,41831.9,80855000
2182,DEU,2008,42365.1,80666000
2183,DEU,2009,40086.1,80520000
2184,DEU,2010,41785.6,80435000
2185,DEU,2011,44125.3,80425000
2186,DEU,2012,44259.3,80478000
2187,DEU,2013,44354.7,80566000
2188,DEU,2014,45022.6,80646000
2189,DEU,2016,46822.4,82800000
2190,DJI,1961,,88000
2191,DJI,1962,,94000
2192,DJI,1963,,101000
2193,DJI,1964,,108000
2194,DJI,1965,,115000
2195,DJI,1966,,123000
2196,DJI,1967,,131000
2197,DJI,1968,,140000
2198,DJI,1969,,150000
2199,DJI,1970,,160000
2200,DJI,1971,,169000
2201,DJI,1972,,179000
2202,DJI,1973,,191000
2203,DJI,1974,,205000
2204,DJI,1975,,224000
2205,DJI,1976,,249000
2206,DJI,1977,,278000
2207,DJI,1978,,308000
2208,DJI,1979,,336000
2209,DJI,1980,,359000
2210,DJI,1981,,375000
2211,DJI,1982,,385000
2212,DJI,1983,,393000
2213,DJI,1984,,405000
2214,DJI,1985,,423000
2215,DJI,1986,,451000
2216,DJI,1987,,486000
2217,DJI,1988,,523000
2218,DJI,1989,,559000
2219,DJI,1990,1561.0,588000
2220,DJI,1991,1453.73,611000
2221,DJI,1992,1434.07,627000
2222,DJI,1993,1331.67,639000
2223,DJI,1994,1310.98,650000
2224,DJI,1995,1249.15,661000
2225,DJI,1996,1173.01,673000
2226,DJI,1997,1133.83,686000
2227,DJI,1998,1102.18,698000
2228,DJI,1999,1094.85,711000
2229,DJI,2000,1072.62,723000
2230,DJI,2001,1071.98,734000
2231,DJI,2002,1080.14,745000
2232,DJI,2003,1096.49,757000
2233,DJI,2004,1120.52,768000
2234,DJI,2005,1137.58,778000
2235,DJI,2006,1172.79,789000
2236,DJI,2007,1212.51,799000
2237,DJI,2008,1261.74,810000
2238,DJI,2009,1303.22,820000
2239,DJI,2010,1325.99,831000
2240,DJI,2011,1361.57,842000
2241,DJI,2012,1402.8,853000
2242,DJI,2013,1447.47,865000
2243,DJI,2014,1508.29,876000
2244,DJI,2016,1433.17,860000
2245,DMA,1961,,61000
2246,DMA,1962,,62000
2247,DMA,1963,,63000
2248,DMA,1964,,64000
2249,DMA,1965,,65000
2250,DMA,1966,,66000
2251,DMA,1967,,68000
2252,DMA,1968,,69000
2253,DMA,1969,,70000
2254,DMA,1970,,71000
2255,DMA,1971,,72000
2256,DMA,1972,,72000
2257,DMA,1973,,72000
2258,DMA,1974,,72000
2259,DMA,1975,,72000
2260,DMA,1976,,73000
2261,DMA,1977,2519.28,73000
2262,DMA,1978,2784.35,74000
2263,DMA,1979,2250.1,75000
2264,DMA,1980,2557.7,75000
2265,DMA,1981,2864.46,75000
2266,DMA,1982,2991.02,75000
2267,DMA,1983,3088.92,75000
2268,DMA,1984,3279.96,74000
2269,DMA,1985,3347.81,74000
2270,DMA,1986,3615.1,73000
2271,DMA,1987,3922.08,72000
2272,DMA,1988,4295.05,72000
2273,DMA,1989,4314.67,71000
2274,DMA,1990,4561.64,71000
2275,DMA,1991,4594.81,71000
2276,DMA,1992,4680.43,71000
2277,DMA,1993,4743.06,71000
2278,DMA,1994,4799.97,71000
2279,DMA,1995,4895.09,71000
2280,DMA,1996,5040.16,71000
2281,DMA,1997,5143.64,71000
2282,DMA,1998,5435.26,70000
2283,DMA,1999,5502.7,70000
2284,DMA,2000,5541.35,70000
2285,DMA,2001,5568.04,70000
2286,DMA,2002,5458.36,70000
2287,DMA,2003,5855.4,70000
2288,DMA,2004,6021.14,70000
2289,DMA,2005,5994.7,71000
2290,DMA,2006,6154.64,71000
2291,DMA,2007,6530.49,71000
2292,DMA,2008,6983.3,71000
2293,DMA,2009,6886.6,71000
2294,DMA,2010,6912.44,71000
2295,DMA,2011,6869.73,71000
2296,DMA,2012,6765.24,72000
2297,DMA,2013,6691.06,72000
2298,DMA,2014,6951.03,72000
2299,DMA,2016,7088.01,70000
2300,DNK,1961,22264.0,4614000
2301,DNK,1962,23343.2,4649000
2302,DNK,1963,23307.6,4686000
2303,DNK,1964,25265.5,4723000
2304,DNK,1965,26211.3,4760000
2305,DNK,1966,26714.4,4796000
2306,DNK,1967,27411.5,4831000
2307,DNK,1968,28328.1,4865000
2308,DNK,1969,29953.0,4898000
2309,DNK,1970,30541.9,4930000
2310,DNK,1971,31241.9,4960000
2311,DNK,1972,32284.3,4989000
2312,DNK,1973,33403.1,5016000
2313,DNK,1974,32874.8,5040000
2314,DNK,1975,32302.7,5061000
2315,DNK,1976,34130.6,5080000
2316,DNK,1977,34660.8,5096000
2317,DNK,1978,35322.6,5109000
2318,DNK,1979,36599.2,5118000
2319,DNK,1980,36378.2,5123000
2320,DNK,1981,36146.1,5125000
2321,DNK,1982,37505.5,5123000
2322,DNK,1983,38505.6,5119000
2323,DNK,1984,40130.9,5115000
2324,DNK,1985,41720.7,5113000
2325,DNK,1986,43708.3,5114000
2326,DNK,1987,43763.9,5116000
2327,DNK,1988,43736.7,5122000
2328,DNK,1989,43992.5,5129000
2329,DNK,1990,44569.0,5140000
2330,DNK,1991,45073.0,5154000
2331,DNK,1992,45803.4,5171000
2332,DNK,1993,45655.9,5191000
2333,DNK,1994,47928.4,5211000
2334,DNK,1995,49122.9,5233000
2335,DNK,1996,50262.2,5254000
2336,DNK,1997,51686.0,5277000
2337,DNK,1998,52640.9,5299000
2338,DNK,1999,54013.8,5319000
2339,DNK,2000,55850.6,5338000
2340,DNK,2001,56109.0,5355000
2341,DNK,2002,56190.8,5369000
2342,DNK,2003,56256.8,5383000
2343,DNK,2004,57608.7,5399000
2344,DNK,2005,58792.7,5418000
2345,DNK,2006,60892.8,5441000
2346,DNK,2007,61174.5,5467000
2347,DNK,2008,60504.8,5495000
2348,DNK,2009,57229.1,5524000
2349,DNK,2010,58041.4,5551000
2350,DNK,2011,58575.6,5577000
2351,DNK,2012,58487.8,5601000
2352,DNK,2013,58788.1,5624000
2353,DNK,2014,59437.9,5647000
2354,DNK,2016,61413.6,5600000
2355,DOM,1961,1205.79,3406000
2356,DOM,1962,1365.26,3521000
2357,DOM,1963,1407.14,3639000
2358,DOM,1964,1454.63,3758000
2359,DOM,1965,1233.36,3879000
2360,DOM,1966,1356.59,4001000
2361,DOM,1967,1359.69,4125000
2362,DOM,1968,1322.87,4250000
2363,DOM,1969,1424.71,4376000
2364,DOM,1970,1636.86,4503000
2365,DOM,1971,1764.65,4631000
2366,DOM,1972,1895.35,4760000
2367,DOM,1973,2083.09,4889000
2368,DOM,1974,2150.91,5019000
2369,DOM,1975,2205.3,5150000
2370,DOM,1976,2295.38,5281000
2371,DOM,1977,2351.34,5412000
2372,DOM,1978,2344.63,5544000
2373,DOM,1979,2393.7,5676000
2374,DOM,1980,2525.13,5809000
2375,DOM,1981,2573.69,5944000
2376,DOM,1982,2559.19,6079000
2377,DOM,1983,2619.01,6215000
2378,DOM,1984,2594.75,6352000
2379,DOM,1985,2485.94,6489000
2380,DOM,1986,2520.02,6627000
2381,DOM,1987,2718.34,6765000
2382,DOM,1988,2721.16,6903000
2383,DOM,1989,2784.58,7043000
2384,DOM,1990,2581.13,7184000
2385,DOM,1991,2555.01,7326000
2386,DOM,1992,2769.58,7469000
2387,DOM,1993,2913.86,7611000
2388,DOM,1994,2926.54,7753000
2389,DOM,1995,3032.79,7892000
2390,DOM,1996,3193.76,8029000
2391,DOM,1997,3392.62,8163000
2392,DOM,1998,3572.31,8296000
2393,DOM,1999,3752.17,8429000
2394,DOM,2000,3902.6,8563000
2395,DOM,2001,3911.76,8697000
2396,DOM,2002,4074.85,8832000
2397,DOM,2003,4003.13,8968000
2398,DOM,2004,3995.4,9103000
2399,DOM,2005,4301.88,9238000
2400,DOM,2006,4692.99,9371000
2401,DOM,2007,5030.36,9504000
2402,DOM,2008,5120.61,9636000
2403,DOM,2009,5099.6,9768000
2404,DOM,2010,5451.07,9898000
2405,DOM,2011,5547.79,10027000
2406,DOM,2012,5630.99,10155000
2407,DOM,2013,5825.53,10281000
2408,DOM,2014,6193.76,10406000
2409,DOM,2016,6085.89,10280000
2410,DZA,1961,2078.22,11405000
2411,DZA,1962,1628.39,11690000
2412,DZA,1963,2133.32,11985000
2413,DZA,1964,2200.81,12296000
2414,DZA,1965,2276.15,12627000
2415,DZA,1966,2107.8,12980000
2416,DZA,1967,2242.45,13354000
2417,DZA,1968,2414.02,13744000
2418,DZA,1969,2543.56,14144000
2419,DZA,1970,2691.8,14550000
2420,DZA,1971,2321.35,14960000
2421,DZA,1972,2877.75,15377000
2422,DZA,1973,2906.7,15804000
2423,DZA,1974,3039.42,16247000
2424,DZA,1975,3104.49,16709000
2425,DZA,1976,3270.68,17190000
2426,DZA,1977,3345.38,17690000
2427,DZA,1978,3548.9,18212000
2428,DZA,1979,3702.78,18761000
2429,DZA,1980,3620.7,19338000
2430,DZA,1981,3616.02,19944000
2431,DZA,1982,3729.26,20576000
2432,DZA,1983,3809.8,21228000
2433,DZA,1984,3900.85,21894000
2434,DZA,1985,3924.71,22566000
2435,DZA,1986,3825.9,23241000
2436,DZA,1987,3691.65,23918000
2437,DZA,1988,3554.62,24591000
2438,DZA,1989,3613.15,25258000
2439,DZA,1990,3550.03,25912000
2440,DZA,1991,3422.64,26554000
2441,DZA,1992,3403.9,27181000
2442,DZA,1993,3259.84,27786000
2443,DZA,1994,3164.9,28362000
2444,DZA,1995,3223.56,28904000
2445,DZA,1996,3297.86,29412000
2446,DZA,1997,3281.1,29888000
2447,DZA,1998,3397.41,30337000
2448,DZA,1999,3457.14,30767000
2449,DZA,2000,3541.07,31184000
2450,DZA,2001,3600.44,31590000
2451,DZA,2002,3754.52,31990000
2452,DZA,2003,3974.18,32395000
2453,DZA,2004,4091.14,32817000
2454,DZA,2005,4273.31,33268000
2455,DZA,2006,4282.33,33749000
2456,DZA,2007,4359.38,34262000
2457,DZA,2008,4390.5,34811000
2458,DZA,2009,4386.04,35402000
2459,DZA,2010,4463.39,36036000
2460,DZA,2011,4504.92,36717000
2461,DZA,2012,4564.44,37439000
2462,DZA,2013,4596.22,38186000
2463,DZA,2014,4675.89,38934000
2464,DZA,2016,5430.57,38480000
2465,ECU,1961,2215.09,4677000
2466,ECU,1962,2250.61,4813000
2467,ECU,1963,2271.37,4954000
2468,ECU,1964,2378.83,5099000
2469,ECU,1965,2419.58,5250000
2470,ECU,1966,2341.97,5406000
2471,ECU,1967,2379.6,5566000
2472,ECU,1968,2355.28,5731000
2473,ECU,1969,2394.66,5900000
2474,ECU,1970,2486.44,6073000
2475,ECU,1971,2568.34,6249000
2476,ECU,1972,2621.74,6429000
2477,ECU,1973,2904.71,6612000
2478,ECU,1974,3141.77,6798000
2479,ECU,1975,3392.09,6987000
2480,ECU,1976,3545.58,7179000
2481,ECU,1977,3507.3,7374000
2482,ECU,1978,3610.64,7572000
2483,ECU,1979,3648.75,7773000
2484,ECU,1980,3687.39,7976000
2485,ECU,1981,3795.97,8183000
2486,ECU,1982,3723.86,8393000
2487,ECU,1983,3619.35,8606000
2488,ECU,1984,3622.79,8824000
2489,ECU,1985,3672.85,9046000
2490,ECU,1986,3707.11,9273000
2491,ECU,1987,3607.55,9504000
2492,ECU,1988,3727.85,9739000
2493,ECU,1989,3675.45,9977000
2494,ECU,1990,3720.94,10218000
2495,ECU,1991,3790.51,10461000
2496,ECU,1992,3782.19,10706000
2497,ECU,1993,3770.35,10951000
2498,ECU,1994,3844.78,11196000
2499,ECU,1995,3847.51,11441000
2500,ECU,1996,3832.76,11683000
2501,ECU,1997,3917.66,11925000
2502,ECU,1998,3966.17,12164000
2503,ECU,1999,3706.65,12399000
2504,ECU,2000,3678.9,12629000
2505,ECU,2001,3759.89,12853000
2506,ECU,2002,3848.27,13072000
2507,ECU,2003,3888.34,13290000
2508,ECU,2004,4139.08,13510000
2509,ECU,2005,4286.52,13735000
2510,ECU,2006,4400.86,13967000
2511,ECU,2007,4421.9,14205000
2512,ECU,2008,4624.2,14448000
2513,ECU,2009,4573.25,14691000
2514,ECU,2010,4657.3,14935000
2515,ECU,2011,4943.42,15177000
2516,ECU,2012,5140.26,15419000
2517,ECU,2013,5311.21,15661000
2518,ECU,2014,5428.71,15903000
2519,ECU,2016,5192.88,15490000
2520,EGY,1961,641.132,27810000
2521,EGY,1962,666.7919999999999,28561000
2522,EGY,1963,707.925,29323000
2523,EGY,1964,745.4580000000001,30094000
2524,EGY,1965,763.35,30873000
2525,EGY,1966,751.419,31661000
2526,EGY,1967,736.684,32457000
2527,EGY,1968,737.6139999999999,33252000
2528,EGY,1969,768.533,34038000
2529,EGY,1970,792.352,34809000
2530,EGY,1971,800.942,35561000
2531,EGY,1972,799.138,36302000
