,ISO_3,Years,GDP,Population
812,BHR,1996,22220.7,580000
813,BHR,1997,22281.8,598000
814,BHR,1998,22634.9,618000
815,BHR,1999,22761.0,641000
816,BHR,2000,22955.1,667000
817,BHR,2001,22416.1,695000
818,BHR,2002,22038.3,725000
819,BHR,2003,22058.8,762000
820,BHR,2004,22144.5,808000
821,BHR,2005,22066.1,867000
822,BHR,2006,21796.0,941000
823,BHR,2007,21838.1,1027000
824,BHR,2008,21563.7,1116000
825,BHR,2009,20797.0,1197000
826,BHR,2010,20722.1,1261000
827,BHR,2011,20514.8,1306000
828,BHR,2012,20921.2,1334000
829,BHR,2013,21799.7,1349000
830,BHR,2014,22390.7,1362000
831,BHR,2016,24299.0,1320000
832,BHS,1971,19544.1,174000
833,BHS,1972,18438.9,178000
834,BHS,1973,19435.5,181000
835,BHS,1974,15863.6,185000
836,BHS,1975,13244.6,189000
837,BHS,1976,13641.0,193000
838,BHS,1977,14571.9,197000
839,BHS,1978,16274.6,202000
840,BHS,1979,20078.5,206000
841,BHS,1980,20912.8,211000
842,BHS,1981,18566.0,215000
843,BHS,1982,19370.9,220000
844,BHS,1983,19629.9,225000
845,BHS,1984,21941.3,230000
846,BHS,1985,22543.0,235000
847,BHS,1986,22521.6,239000
848,BHS,1987,22787.7,243000
849,BHS,1988,22919.8,248000
850,BHS,1989,24047.0,252000
851,BHS,1990,23248.9,256000
852,BHS,1991,21868.9,261000
853,BHS,1992,20635.7,266000
854,BHS,1993,20315.2,271000
855,BHS,1994,20595.6,276000
856,BHS,1995,21171.0,280000
857,BHS,1996,21782.1,284000
858,BHS,1997,21984.9,287000
859,BHS,1998,22776.6,290000
860,BHS,1999,24111.9,294000
861,BHS,2000,24748.3,298000
862,BHS,2001,24958.7,303000
863,BHS,2002,25134.4,309000
864,BHS,2003,24298.6,316000
865,BHS,2004,23997.8,323000
866,BHS,2005,24306.0,329000
867,BHS,2006,24429.4,336000
868,BHS,2007,24312.4,342000
869,BHS,2008,23315.0,349000
870,BHS,2009,21951.1,355000
871,BHS,2010,21921.6,361000
872,BHS,2011,21710.6,367000
873,BHS,2012,22050.2,372000
874,BHS,2013,21622.9,378000
875,BHS,2014,21078.7,383000
876,BHS,2016,22647.3,370000
877,BIH,1992,,4301000
878,BIH,1993,,4141000
879,BIH,1994,698.564,3992000
880,BIH,1995,866.941,3879000
881,BIH,1996,1665.6,3811000
882,BIH,1997,2255.06,3779000
883,BIH,1998,2608.2,3776000
884,BIH,1999,2852.02,3784000
885,BIH,2000,3002.82,3793000
886,BIH,2001,3131.14,3800000
887,BIH,2002,3293.14,3808000
888,BIH,2003,3421.75,3817000
889,BIH,2004,3628.52,3826000
890,BIH,2005,3946.06,3833000
891,BIH,2006,4160.56,3839000
892,BIH,2007,4405.29,3840000
893,BIH,2008,4664.09,3840000
894,BIH,2009,4545.23,3838000
895,BIH,2010,4614.83,3835000
896,BIH,2011,4700.89,3832000
897,BIH,2012,4714.12,3828000
898,BIH,2013,4882.76,3824000
899,BIH,2014,4992.91,3818000
900,BIH,2016,4708.85,3830000
901,BLR,1992,2763.65,10235000
902,BLR,1993,2547.87,10216000
903,BLR,1994,2252.41,10190000
904,BLR,1995,2024.69,10160000
905,BLR,1996,2088.35,10127000
906,BLR,1997,2336.31,10091000
907,BLR,1998,2544.63,10051000
908,BLR,1999,2642.24,10005000
909,BLR,2000,2808.69,9952000
910,BLR,2001,2956.54,9892000
911,BLR,2002,3125.54,9826000
912,BLR,2003,3369.17,9759000
913,BLR,2004,3780.64,9696000
914,BLR,2005,4164.36,9641000
915,BLR,2006,4608.93,9594000
916,BLR,2007,5028.32,9556000
917,BLR,2008,5560.38,9526000
918,BLR,2009,5583.94,9505000
919,BLR,2010,6029.4,9492000
920,BLR,2011,6375.35,9488000
921,BLR,2012,6491.67,9491000
922,BLR,2013,6557.11,9497000
923,BLR,2014,6664.1,9500000
924,BLR,2016,6300.45,9400000
925,BMU,1961,28436.7,46000
926,BMU,1962,29006.6,47000
927,BMU,1963,28640.9,48000
928,BMU,1964,31041.9,48000
929,BMU,1965,31740.6,49000
930,BMU,1966,35659.2,50000
931,BMU,1967,39616.1,51000
932,BMU,1968,39687.0,51000
933,BMU,1969,40290.6,52000
934,BMU,1970,42055.0,52000
935,BMU,1971,43819.4,53000
936,BMU,1972,44942.9,53000
937,BMU,1973,45948.8,54000
938,BMU,1974,46699.1,55000
939,BMU,1975,48824.5,55000
940,BMU,1976,52988.7,55000
941,BMU,1977,55903.6,56000
942,BMU,1978,56504.1,56000
943,BMU,1979,57503.2,57000
944,BMU,1980,61083.4,57000
945,BMU,1981,62106.1,57000
946,BMU,1982,58400.3,58000
947,BMU,1983,59061.2,58000
948,BMU,1984,58827.0,59000
949,BMU,1985,57167.1,59000
950,BMU,1986,60463.9,59000
951,BMU,1987,62224.9,60000
952,BMU,1988,64196.2,60000
953,BMU,1989,63939.8,61000
954,BMU,1990,63429.3,61000
955,BMU,1991,61503.6,61000
956,BMU,1992,61913.8,62000
957,BMU,1993,63435.5,62000
958,BMU,1994,63374.8,62000
959,BMU,1995,65691.0,63000
960,BMU,1996,66969.9,63000
961,BMU,1997,69624.4,63000
962,BMU,1998,71810.4,64000
963,BMU,1999,73825.2,64000
964,BMU,2000,79988.4,64000
965,BMU,2001,84844.7,64000
966,BMU,2002,83048.8,65000
967,BMU,2003,85321.2,65000
968,BMU,2004,86733.4,65000
969,BMU,2005,87616.4,65000
970,BMU,2006,91944.9,65000
971,BMU,2007,94029.6,65000
972,BMU,2008,94903.2,65000
973,BMU,2009,89391.2,64000
974,BMU,2010,88207.3,64000
975,BMU,2011,86001.2,64000
976,BMU,2012,81547.9,63000
977,BMU,2013,79251.8,63000
978,BMU,2014,,62000
979,BMU,2016,70626.3,60000
980,BOL,1961,1306.59,3765000
981,BOL,1962,1353.03,3838000
982,BOL,1963,1412.2,3913000
983,BOL,1964,1451.19,3991000
984,BOL,1965,1502.79,4071000
985,BOL,1966,1568.8,4153000
986,BOL,1967,1643.76,4237000
987,BOL,1968,1414.7,4324000
988,BOL,1969,1428.91,4414000
989,BOL,1970,1392.75,4506000
990,BOL,1971,1433.12,4601000
991,BOL,1972,1515.19,4698000
992,BOL,1973,1568.62,4799000
993,BOL,1974,1580.58,4902000
994,BOL,1975,1659.88,5009000
995,BOL,1976,1698.97,5120000
996,BOL,1977,1744.64,5234000
997,BOL,1978,1741.64,5350000
998,BOL,1979,1706.08,5469000
999,BOL,1980,1646.41,5590000
1000,BOL,1981,1615.68,5712000
1001,BOL,1982,1519.17,5835000
1002,BOL,1983,1427.24,5960000
1003,BOL,1984,1395.0,6085000
1004,BOL,1985,1343.78,6212000
1005,BOL,1986,1283.09,6338000
1006,BOL,1987,1288.9,6465000
1007,BOL,1988,1300.64,6593000
1008,BOL,1989,1323.78,6723000
1009,BOL,1990,1358.24,6856000
1010,BOL,1991,1401.91,6993000
1011,BOL,1992,1397.18,7132000
1012,BOL,1993,1428.37,7274000
1013,BOL,1994,1465.8,7419000
1014,BOL,1995,1504.4,7567000
1015,BOL,1996,1539.34,7717000
1016,BOL,1997,1584.12,7871000
1017,BOL,1998,1631.57,8026000
1018,BOL,1999,1607.21,8183000
1019,BOL,2000,1616.54,8340000
1020,BOL,2001,1613.41,8496000
1021,BOL,2002,1623.52,8653000
1022,BOL,2003,1637.81,8810000
1023,BOL,2004,1676.23,8968000
1024,BOL,2005,1720.1,9125000
1025,BOL,2006,1771.95,9283000
1026,BOL,2007,1821.8,9441000
1027,BOL,2008,1901.9,9600000
1028,BOL,2009,1933.74,9759000
1029,BOL,2010,1981.16,9918000
1030,BOL,2011,2051.15,10078000
1031,BOL,2012,2122.38,10239000
1032,BOL,2013,2231.48,10400000
1033,BOL,2014,2317.26,10562000
1034,BOL,2016,2253.09,10500000
1035,BRA,1961,3668.02,74707000
1036,BRA,1962,3747.39,77008000
1037,BRA,1963,3670.83,79368000
1038,BRA,1964,3690.45,81752000
1039,BRA,1965,3697.04,84130000
1040,BRA,1966,3745.52,86495000
1041,BRA,1967,3824.75,88854000
1042,BRA,1968,4150.49,91213000
1043,BRA,1969,4438.03,93586000
1044,BRA,1970,4706.13,95982000
1045,BRA,1971,5108.95,98402000
1046,BRA,1972,5586.68,100844000
1047,BRA,1973,6216.13,103321000
1048,BRA,1974,6617.88,105846000
1049,BRA,1975,6798.1,108431000
1050,BRA,1976,7287.52,111076000
1051,BRA,1977,7443.9,113776000
1052,BRA,1978,7504.3,116532000
1053,BRA,1979,7824.86,119341000
1054,BRA,1980,8339.27,122200000
1055,BRA,1981,7788.33,125107000
1056,BRA,1982,7653.56,128055000
1057,BRA,1983,7225.54,131014000
1058,BRA,1984,7439.11,133951000
1059,BRA,1985,7860.02,136836000
1060,BRA,1986,8314.88,139665000
1061,BRA,1987,8445.04,142437000
1062,BRA,1988,8276.54,145150000
1063,BRA,1989,8391.19,147802000
1064,BRA,1990,7986.05,150393000
1065,BRA,1991,7966.8,152917000
1066,BRA,1992,7796.84,155379000
1067,BRA,1993,8027.19,157812000
1068,BRA,1994,8319.21,160261000
1069,BRA,1995,8547.94,162755000
1070,BRA,1996,8598.01,165303000
1071,BRA,1997,8750.27,167894000
1072,BRA,1998,8644.42,170516000
1073,BRA,1999,8554.83,173153000
1074,BRA,2000,8778.19,175786000
1075,BRA,2001,8776.86,178419000
1076,BRA,2002,8924.33,181046000
1077,BRA,2003,8910.86,183627000
1078,BRA,2004,9309.01,186116000
1079,BRA,2005,9495.1,188479000
1080,BRA,2006,9761.88,190698000
1081,BRA,2007,10245.2,192785000
1082,BRA,2008,10658.2,194770000
1083,BRA,2009,10540.1,196701000
1084,BRA,2010,11224.2,198614000
1085,BRA,2011,11559.2,200518000
1086,BRA,2012,11671.2,202402000
1087,BRA,2013,11912.1,204259000
1088,BRA,2014,11866.4,206078000
1089,BRA,2016,13237.6,198660000
1090,BRB,1961,,232000
1091,BRB,1962,,233000
1092,BRB,1963,,234000
1093,BRB,1964,,235000
1094,BRB,1965,,235000
1095,BRB,1966,,236000
1096,BRB,1967,,237000
1097,BRB,1968,,237000
1098,BRB,1969,,238000
1099,BRB,1970,,239000
1100,BRB,1971,,240000
1101,BRB,1972,,241000
1102,BRB,1973,,243000
1103,BRB,1974,,245000
1104,BRB,1975,,246000
1105,BRB,1976,,247000
1106,BRB,1977,,249000
1107,BRB,1978,,250000
1108,BRB,1979,,251000
1109,BRB,1980,,252000
1110,BRB,1981,,253000
1111,BRB,1982,,254000
1112,BRB,1983,,255000
1113,BRB,1984,,255000
1114,BRB,1985,,256000
1115,BRB,1986,,257000
1116,BRB,1987,,258000
1117,BRB,1988,,259000
1118,BRB,1989,,259000
1119,BRB,1990,13830.0,260000
1120,BRB,1991,13244.8,261000
1121,BRB,1992,12446.5,262000
1122,BRB,1993,12503.0,263000
1123,BRB,1994,12708.3,264000
1124,BRB,1995,12919.2,265000
1125,BRB,1996,13382.0,266000
1126,BRB,1997,13963.6,267000
1127,BRB,1998,14431.6,268000
1128,BRB,1999,14426.3,269000
1129,BRB,2000,15017.1,270000
1130,BRB,2001,14616.2,271000
1131,BRB,2002,14688.8,271000
1132,BRB,2003,14964.7,272000
1133,BRB,2004,15128.9,273000
1134,BRB,2005,15676.1,274000
1135,BRB,2006,16502.7,275000
1136,BRB,2007,16726.3,276000
1137,BRB,2008,16721.7,277000
1138,BRB,2009,15979.7,278000
1139,BRB,2010,15959.0,280000
1140,BRB,2011,15972.8,281000
1141,BRB,2012,15961.7,282000
1142,BRB,2013,15910.9,283000
1143,BRB,2014,15864.6,283000
1144,BRB,2016,15722.8,280000
1145,BRN,1981,46156.2,199000
1146,BRN,1982,46575.8,205000
1147,BRN,1983,45483.6,211000
1148,BRN,1984,44479.4,217000
1149,BRN,1985,42589.7,223000
1150,BRN,1986,40274.3,229000
1151,BRN,1987,39933.8,236000
1152,BRN,1988,39243.0,243000
1153,BRN,1989,37732.4,250000
1154,BRN,1990,37071.7,257000
1155,BRN,1991,37162.5,264000
1156,BRN,1992,37838.3,272000
1157,BRN,1993,36904.5,280000
1158,BRN,1994,37043.2,287000
1159,BRN,1995,37703.8,295000
1160,BRN,1996,37833.4,302000
1161,BRN,1997,36400.0,310000
1162,BRN,1998,35382.1,317000
1163,BRN,1999,35672.3,324000
1164,BRN,2000,35923.4,331000
1165,BRN,2001,36163.0,337000
1166,BRN,2002,36832.3,343000
1167,BRN,2003,37202.4,350000
1168,BRN,2004,36752.0,356000
1169,BRN,2005,36325.1,362000
1170,BRN,2006,37401.1,368000
1171,BRN,2007,36997.8,374000
1172,BRN,2008,35860.4,381000
1173,BRN,2009,34812.7,387000
1174,BRN,2010,35268.1,393000
1175,BRN,2011,36092.1,399000
1176,BRN,2012,35899.0,406000
1177,BRN,2013,34619.0,411000
1178,BRN,2014,33313.8,417000
1179,BRN,2016,47097.4,410000
1180,BTN,1979,,400000
1181,BTN,1980,403.658,413000
1182,BTN,1981,447.538,424000
1183,BTN,1982,451.361,434000
1184,BTN,1983,490.13599999999997,445000
1185,BTN,1984,498.70300000000003,456000
1186,BTN,1985,504.73699999999997,469000
1187,BTN,1986,545.526,484000
1188,BTN,1987,677.541,501000
1189,BTN,1988,688.18,517000
1190,BTN,1989,721.2260000000001,529000
1191,BTN,1990,789.217,536000
1192,BTN,1991,785.992,535000
1193,BTN,1992,831.063,528000
1194,BTN,1993,861.194,519000
1195,BTN,1994,915.41,511000
1196,BTN,1995,983.262,509000
1197,BTN,1996,1029.18,512000
1198,BTN,1997,1065.06,521000
1199,BTN,1998,1100.16,534000
1200,BTN,1999,1155.21,548000
1201,BTN,2000,1201.11,564000
1202,BTN,2001,1263.97,581000
1203,BTN,2002,1360.79,598000
1204,BTN,2003,1425.06,616000
1205,BTN,2004,1469.37,634000
1206,BTN,2005,1534.82,651000
1207,BTN,2006,1601.92,667000
1208,BTN,2007,1848.57,681000
1209,BTN,2008,1898.05,695000
1210,BTN,2009,1986.14,708000
1211,BTN,2010,2178.92,720000
1212,BTN,2011,2310.0,732000
1213,BTN,2012,2387.01,744000
1214,BTN,2013,2399.92,755000
1215,BTN,2014,2500.26,765000
1216,BTN,2016,2395.0,740000
1217,BWA,1966,481.786,613000
1218,BWA,1967,495.385,631000
1219,BWA,1968,531.214,651000
1220,BWA,1969,592.6709999999999,671000
1221,BWA,1970,672.227,693000
1222,BWA,1971,818.685,716000
1223,BWA,1972,1000.81,740000
1224,BWA,1973,1173.45,765000
1225,BWA,1974,1232.45,793000
1226,BWA,1975,1288.41,822000
1227,BWA,1976,1372.39,854000
1228,BWA,1977,1478.52,888000
1229,BWA,1978,1625.45,923000
1230,BWA,1979,1753.76,960000
1231,BWA,1980,1891.41,996000
1232,BWA,1981,1988.88,1033000
1233,BWA,1982,2153.1,1070000
1234,BWA,1983,2353.8,1107000
1235,BWA,1984,2471.16,1145000
1236,BWA,1985,2563.03,1183000
1237,BWA,1986,2687.32,1222000
1238,BWA,1987,2917.44,1261000
1239,BWA,1988,3384.48,1300000
1240,BWA,1989,3718.49,1340000
1241,BWA,1990,3860.01,1380000
1242,BWA,1991,4034.26,1420000
1243,BWA,1992,4040.43,1460000
1244,BWA,1993,4010.79,1500000
1245,BWA,1994,4053.44,1539000
1246,BWA,1995,4237.57,1576000
1247,BWA,1996,4386.85,1612000
1248,BWA,1997,4641.81,1646000
1249,BWA,1998,4585.74,1678000
1250,BWA,1999,4939.6,1708000
1251,BWA,2000,4954.77,1737000
1252,BWA,2001,4891.92,1763000
1253,BWA,2002,5115.9,1787000
1254,BWA,2003,5280.22,1810000
1255,BWA,2004,5349.0,1836000
1256,BWA,2005,5512.81,1864000
1257,BWA,2006,5883.9,1896000
1258,BWA,2007,6270.47,1930000
1259,BWA,2008,6552.78,1968000
1260,BWA,2009,5948.85,2007000
1261,BWA,2010,6346.16,2048000
1262,BWA,2011,6610.33,2090000
1263,BWA,2012,6779.39,2133000
1264,BWA,2013,7409.42,2177000
1265,BWA,2014,7574.28,2220000
1266,BWA,2016,7743.5,2000000
1267,CAF,1961,621.0419999999999,1529000
1268,CAF,1962,587.439,1557000
1269,CAF,1963,572.581,1586000
1270,CAF,1964,573.374,1617000
1271,CAF,1965,567.462,1649000
1272,CAF,1966,559.565,1683000
1273,CAF,1967,573.56,1719000
1274,CAF,1968,569.44,1755000
1275,CAF,1969,597.274,1792000
1276,CAF,1970,599.012,1829000
1277,CAF,1971,594.123,1865000
1278,CAF,1972,582.95,1901000
1279,CAF,1973,582.761,1937000
1280,CAF,1974,607.569,1976000
1281,CAF,1975,597.374,2017000
1282,CAF,1976,616.0740000000001,2062000
1283,CAF,1977,624.9630000000001,2108000
1284,CAF,1978,617.369,2159000
1285,CAF,1979,586.863,2214000
1286,CAF,1980,545.52,2274000
1287,CAF,1981,521.766,2340000
1288,CAF,1982,545.284,2412000
1289,CAF,1983,486.043,2486000
1290,CAF,1984,517.058,2558000
1291,CAF,1985,523.405,2627000
1292,CAF,1986,529.518,2691000
1293,CAF,1987,492.722,2751000
1294,CAF,1988,490.99,2810000
1295,CAF,1989,490.167,2871000
1296,CAF,1990,468.691,2938000
1297,CAF,1991,454.529,3011000
1298,CAF,1992,414.176,3089000
1299,CAF,1993,404.407,3171000
1300,CAF,1994,413.0,3254000
1301,CAF,1995,431.499,3336000
1302,CAF,1996,404.225,3417000
1303,CAF,1997,415.787,3498000
1304,CAF,1998,425.64,3577000
1305,CAF,1999,431.473,3653000
1306,CAF,2000,411.93800000000005,3726000
1307,CAF,2001,421.659,3795000
1308,CAF,2002,428.477,3860000
1309,CAF,2003,397.811,3923000
1310,CAF,2004,414.03,3988000
1311,CAF,2005,410.415,4056000
1312,CAF,2006,422.439,4127000
1313,CAF,2007,434.25,4202000
1314,CAF,2008,436.074,4280000
1315,CAF,2009,437.601,4361000
1316,CAF,2010,446.44300000000004,4445000
1317,CAF,2011,458.333,4531000
1318,CAF,2012,475.667,4620000
1319,CAF,2013,300.48,4711000
1320,CAF,2014,302.546,4804000
1321,CAF,2016,495.04,4530000
1322,CAN,1961,17861.9,18296000
1323,CAN,1962,18780.6,18660000
1324,CAN,1963,19389.2,19007000
1325,CAN,1964,20301.7,19349000
1326,CAN,1965,21260.6,19694000
1327,CAN,1966,22242.4,20041000
1328,CAN,1967,22482.7,20389000
1329,CAN,1968,23294.3,20739000
1330,CAN,1969,24188.4,21089000
1331,CAN,1970,24629.2,21439000
1332,CAN,1971,25262.4,21790000
1333,CAN,1972,26216.6,22142000
1334,CAN,1973,27571.3,22489000
1335,CAN,1974,28080.9,22823000
1336,CAN,1975,28057.0,23141000
1337,CAN,1976,29128.0,23440000
1338,CAN,1977,29783.3,23724000
1339,CAN,1978,30651.6,23995000
1340,CAN,1979,31502.0,24258000
1341,CAN,1980,31769.8,24516000
1342,CAN,1981,32477.3,24769000
1343,CAN,1982,31060.6,25018000
1344,CAN,1983,31549.8,25273000
1345,CAN,1984,33099.4,25547000
1346,CAN,1985,34345.6,25848000
1347,CAN,1986,34737.3,26181000
1348,CAN,1987,35689.0,26542000
1349,CAN,1988,36791.8,26919000
1350,CAN,1989,36981.3,27297000
1351,CAN,1990,36489.3,27662000
1352,CAN,1991,35231.0,28014000
1353,CAN,1992,35108.5,28354000
1354,CAN,1993,35648.5,28681000
1355,CAN,1994,36894.0,28996000
1356,CAN,1995,37569.5,29299000
1357,CAN,1996,37765.7,29591000
1358,CAN,1997,38968.0,29871000
1359,CAN,1998,40131.7,30145000
1360,CAN,1999,41856.0,30420000
1361,CAN,2000,43638.3,30702000
1362,CAN,2001,43965.0,30991000
1363,CAN,2002,44883.8,31289000
1364,CAN,2003,45239.8,31597000
1365,CAN,2004,46170.9,31919000
1366,CAN,2005,47181.6,32256000
1367,CAN,2006,48035.0,32611000
1368,CAN,2007,48552.7,32982000
1369,CAN,2008,48510.6,33363000
1370,CAN,2009,46543.8,33747000
1371,CAN,2010,47447.5,34126000
1372,CAN,2011,48457.0,34500000
1373,CAN,2012,48724.2,34868000
1374,CAN,2013,49355.1,35231000
1375,CAN,2014,50067.0,35588000
1376,CAN,2016,52145.4,34840000
1377,CHE,1961,,5393000
1378,CHE,1962,,5503000
1379,CHE,1963,,5618000
1380,CHE,1964,,5729000
1381,CHE,1965,,5830000
1382,CHE,1966,,5917000
1383,CHE,1967,,5992000
1384,CHE,1968,,6056000
1385,CHE,1969,,6115000
1386,CHE,1970,,6169000
1387,CHE,1971,,6222000
1388,CHE,1972,,6270000
1389,CHE,1973,,6311000
1390,CHE,1974,,6341000
1391,CHE,1975,,6356000
1392,CHE,1976,,6355000
1393,CHE,1977,,6341000
1394,CHE,1978,,6322000
1395,CHE,1979,,6307000
1396,CHE,1980,54891.4,6304000
1397,CHE,1981,55466.2,6316000
1398,CHE,1982,54421.0,6341000
1399,CHE,1983,54534.4,6377000
1400,CHE,1984,55973.7,6416000
1401,CHE,1985,57774.3,6456000
1402,CHE,1986,58542.7,6493000
1403,CHE,1987,59098.5,6531000
1404,CHE,1988,60588.6,6571000
1405,CHE,1989,62703.5,6618000
1406,CHE,1990,64343.5,6674000
1407,CHE,1991,62962.4,6740000
1408,CHE,1992,62244.8,6814000
1409,CHE,1993,61602.8,6890000
1410,CHE,1994,61889.7,6960000
1411,CHE,1995,61773.1,7017000
1412,CHE,1996,61833.0,7060000
1413,CHE,1997,63127.7,7090000
1414,CHE,1998,64822.3,7114000
1415,CHE,1999,65607.2,7137000
1416,CHE,2000,67807.9,7166000
1417,CHE,2001,68264.5,7201000
1418,CHE,2002,67860.2,7242000
1419,CHE,2003,67385.3,7290000
1420,CHE,2004,68781.6,7345000
1421,CHE,2005,70471.4,7409000
1422,CHE,2006,72823.8,7480000
1423,CHE,2007,75143.7,7560000
1424,CHE,2008,75793.6,7647000
1425,CHE,2009,73189.2,7737000
1426,CHE,2010,74605.7,7831000
1427,CHE,2011,75029.8,7926000
1428,CHE,2012,74984.1,8023000
1429,CHE,2013,75499.7,8119000
1430,CHE,2014,76410.9,8211000
1431,CHE,2016,88506.2,8000000
1432,CHL,1961,3918.37,7874000
1433,CHL,1962,3986.72,8054000
1434,CHL,1963,4127.32,8238000
1435,CHL,1964,4140.77,8424000
1436,CHL,1965,4089.78,8612000
1437,CHL,1966,4451.64,8803000
1438,CHL,1967,4514.6,8995000
1439,CHL,1968,4579.3,9188000
1440,CHL,1969,4663.5,9377000
1441,CHL,1970,4656.62,9562000
1442,CHL,1971,5000.6,9742000
1443,CHL,1972,4861.12,9917000
1444,CHL,1973,4537.2,10087000
1445,CHL,1974,4568.02,10255000
1446,CHL,1975,3913.97,10421000
1447,CHL,1976,4000.22,10584000
1448,CHL,1977,4350.5,10746000
1449,CHL,1978,4615.08,10908000
1450,CHL,1979,4928.7,11070000
1451,CHL,1980,5242.33,11234000
1452,CHL,1981,5500.0,11400000
1453,CHL,1982,4819.76,11569000
1454,CHL,1983,4507.43,11742000
1455,CHL,1984,4618.75,11921000
1456,CHL,1985,4726.91,12109000
1457,CHL,1986,4899.42,12304000
1458,CHL,1987,5128.96,12507000
1459,CHL,1988,5413.33,12717000
1460,CHL,1989,5851.48,12928000
1461,CHL,1990,5947.76,13141000
1462,CHL,1991,6309.46,13354000
1463,CHL,1992,6904.33,13567000
1464,CHL,1993,7247.05,13779000
1465,CHL,1994,7498.85,13988000
1466,CHL,1995,8051.49,14194000
1467,CHL,1996,8479.88,14396000
1468,CHL,1997,8987.62,14594000
1469,CHL,1998,9254.79,14789000
1470,CHL,1999,9101.0,14980000
1471,CHL,2000,9469.11,15170000
1472,CHL,2001,9666.48,15358000
1473,CHL,2002,9852.83,15545000
1474,CHL,2003,10141.7,15729000
1475,CHL,2004,10754.3,15913000
1476,CHL,2005,11249.9,16097000
1477,CHL,2006,11834.0,16280000
1478,CHL,2007,12285.0,16463000
1479,CHL,2008,12588.7,16646000
1480,CHL,2009,12268.4,16830000
1481,CHL,2010,12860.2,17015000
1482,CHL,2011,13518.8,17201000
1483,CHL,2012,14109.1,17388000
1484,CHL,2013,14551.0,17576000
1485,CHL,2014,14702.0,17763000
1486,CHL,2016,14525.8,17460000
1487,CHN,1961,140.91299999999998,668890000
1488,CHN,1962,131.963,680242000
1489,CHN,1963,142.02200000000002,692709000
1490,CHN,1964,163.99099999999999,706862000
1491,CHN,1965,187.275,723054000
1492,CHN,1966,201.523,741460000
1493,CHN,1967,185.076,761820000
1494,CHN,1968,172.91400000000002,783485000
1495,CHN,1969,196.74,805543000
1496,CHN,1970,228.31799999999998,827279000
1497,CHN,1971,237.81400000000002,848526000
1498,CHN,1972,240.882,869313000
1499,CHN,1973,253.71400000000003,889362000
1500,CHN,1974,254.267,908400000
1501,CHN,1975,271.599,926264000
1502,CHN,1976,263.231,942832000
1503,CHN,1977,279.325,958194000
1504,CHN,1978,307.76599999999996,972687000
1505,CHN,1979,326.768,986802000
1506,CHN,1980,347.88699999999994,1000947000
1507,CHN,1981,361.225,1015085000
1508,CHN,1982,387.746,1029247000
1509,CHN,1983,423.594,1043974000
1510,CHN,1984,481.365,1059941000
1511,CHN,1985,538.691,1077559000
1512,CHN,1986,578.184,1097084000
1513,CHN,1987,635.495,1118196000
1514,CHN,1988,695.5989999999999,1139999000
1515,CHN,1989,713.69,1161243000
1516,CHN,1990,730.7719999999999,1180992000
1517,CHN,1991,787.867,1198976000
1518,CHN,1992,888.9110000000001,1215354000
1519,CHN,1993,1000.61,1230142000
1520,CHN,1994,1118.5,1243489000
1521,CHN,1995,1227.56,1255540000
1522,CHN,1996,1335.36,1266228000
1523,CHN,1997,1443.77,1275559000
1524,CHN,1998,1542.06,1283870000
1525,CHN,1999,1645.99,1291609000
1526,CHN,2000,1771.74,1299125000
1527,CHN,2001,1905.61,1306558000
1528,CHN,2002,2065.72,1313904000
1529,CHN,2003,2258.91,1321201000
1530,CHN,2004,2472.59,1328438000
1531,CHN,2005,2738.21,1335615000
1532,CHN,2006,3069.3,1342766000
1533,CHN,2007,3487.85,1349939000
1534,CHN,2008,3805.03,1357150000
1535,CHN,2009,4142.04,1364406000
1536,CHN,2010,4560.51,1371697000
1537,CHN,2011,4971.54,1379024000
1538,CHN,2012,5336.06,1386350000
1539,CHN,2013,5721.69,1393583000
1540,CHN,2014,6108.24,1400602000
1541,CHN,2016,5560.94,1408040000
1542,CIV,1961,1276.48,3602000
1543,CIV,1962,1242.73,3741000
1544,CIV,1963,1367.32,3890000
1545,CIV,1964,1545.87,4050000
1546,CIV,1965,1441.02,4220000
1547,CIV,1966,1548.59,4400000
1548,CIV,1967,1560.95,4591000
1549,CIV,1968,1692.16,4794000
